rank,entity,total_mentions,literature,miviludes,interviews
2591,disillusionment,3,3,0,0
2592,disaffection,3,3,0,0
2593,stayers,3,3,0,0
2594,reform,3,3,0,0
2595,insiders,3,3,0,0
2596,theosophists,3,3,0,0
2597,the peoples temple,3,3,0,0
2598,ideals,3,3,0,0
2599,proselytize,3,3,0,0
2600,1980s,3,3,0,0
2601,patriarchy,3,3,0,0
2602,vulnerable,3,3,0,0
2603,spiritual practice,3,3,0,0
2604,established traditions,3,3,0,0
2605,opposition,3,3,0,0
2606,state officials,3,3,0,0
2607,accommodation,3,3,0,0
2608,gordon melton,3,3,0,0
2609,wider society,3,3,0,0
2610,controversies,3,3,0,0
2611,truths,3,3,0,0
2612,lectures,3,3,0,0
2613,case studies,3,3,0,0
2614,religion and terrorism,3,3,0,0
2615,assumptions,3,3,0,0
2616,methodological doubt,3,3,0,0
2617,religious movements homepage project,3,3,0,0
2618,secular anti-cult movement,3,3,0,0
2619,new can,3,3,0,0
2620,sociologist,3,3,0,0
2621,master,3,3,0,0
2622,president,3,3,0,0
2623,mythologies,3,3,0,0
2624,new age subculture,3,3,0,0
2625,apocalyptic movements,3,3,0,0
2626,judgment,3,3,0,0
2627,tiwanaku,3,3,0,0
2628,andean,3,3,0,0
2629,books,3,3,0,0
2630,edgar cayce,3,3,0,0
2631,jane roberts,3,3,0,0
2632,pisces,3,3,0,0
2633,african initiated churches,3,3,0,0
2634,cog,3,3,0,0
2635,jasmuheen,3,3,0,0
2636,brethren,3,3,0,0
2637,calvary chapel,3,3,0,0
2638,chakras,3,3,0,0
2639,christ the savior brotherhood,3,3,0,0
2640,"covenant, the sword, and the arm of the lord",3,3,0,0
2641,dorje shugden,3,3,0,0
2642,guru maharaji,3,3,0,0
2643,inner peace movement,3,3,0,0
2644,jews for jesus,3,3,0,0
2645,forum,3,3,0,0
2646,study society,3,3,0,0
2647,yeshua,3,3,0,0
2648,ouspensky,3,3,0,0
2649,zsuzsanna budapest,3,3,0,0
2650,ellen g. white,3,3,0,0
2651,revelation,3,3,0,0
2652,covenant of the goddess,3,3,0,0
2653,new testament,3,3,0,0
2654,universal life,3,3,0,0
2655,norse,3,3,0,0
2656,egyptian,3,3,0,0
2657,established king faction,3,3,0,0
2658,zhong gong,3,3,0,0
2659,criminal organizations,3,3,0,0
2660,criminal syndicates,3,3,0,0
2661,heretical sects,3,3,0,0
2662,modern nrms,3,3,0,0
2663,society at large,3,3,0,0
2664,teachings,3,3,0,0
2665,peyote cult,3,3,0,0
2666,african charismatic churches,3,3,0,0
2667,david oyedepo,3,3,0,0
2668,mainline historic churches,3,3,0,0
2669,exorcism,3,3,0,0
2670,african worldview,3,3,0,0
2671,sacraments,3,3,0,0
2672,african orthodox church,3,3,0,0
2673,gathuna,3,3,0,0
2674,african traditional religion,3,3,0,0
2675,father,3,3,0,0
2676,schools,3,3,0,0
2677,holy trinity,3,3,0,0
2678,darwin gross,3,3,0,0
2679,astral,3,3,0,0
2680,causal,3,3,0,0
2681,mental,3,3,0,0
2682,cult information centre,3,3,0,0
2683,apostles' revelation society,3,3,0,0
2684,african independent church,3,3,0,0
2685,ars,3,3,0,0
2686,johane masowe,3,3,0,0
2687,human body,3,3,0,0
2688,athletes for christ,3,3,0,0
2689,england,3,3,0,0
2690,blacks,3,3,0,0
2691,universal house of justice,3,3,0,0
2692,pentecostal group,3,3,0,0
2693,margaret thaler singer,3,3,0,0
2694,dick anthony,3,3,0,0
2695,vernon howell,3,3,0,0
2696,theravada,3,3,0,0
2697,correspondence course,3,3,0,0
2698,new zealand,3,3,0,0
2699,emmanuel community,3,3,0,0
2700,aladura,3,3,0,0
2701,samuel bilewu oschoffa,3,3,0,0
2702,nigeria,3,3,0,0
2703,chaos magick,3,3,0,0
2704,moses orimolade,3,3,0,0
2705,anglican church,3,3,0,0
2706,c&s,3,3,0,0
2707,spiritual authority,3,3,0,0
2708,cherubim and seraphim,3,3,0,0
2709,water,3,3,0,0
2710,christian growth movement,3,3,0,0
2711,apostolic church of ghana,3,3,0,0
2712,christ apostolic church,3,3,0,0
2713,dharma master zhengyan,3,3,0,0
2714,liberation,3,3,0,0
2715,white theologians,3,3,0,0
2716,creation spirituality,3,3,0,0
2717,schisms,3,3,0,0
2718,konjin,3,3,0,0
2719,deliverance,3,3,0,0
2720,theodicy,3,3,0,0
2721,mystical traditions,3,3,0,0
2722,metaphysical systems,3,3,0,0
2723,oscar ichazo,3,3,0,0
2724,gurdjieffians,3,3,0,0
2725,rosicrucian order,3,3,0,0
2726,centros,3,3,0,0
2727,moral majority,3,3,0,0
2728,south africa,3,3,0,0
2729,uk,3,3,0,0
2730,conventional faith,3,3,0,0
2731,spiritual evolution,3,3,0,0
2732,nigerian ftc,3,3,0,0
2733,de,3,3,0,0
2734,scientific,3,3,0,0
2735,findhorn foundation,3,3,0,0
2736,liberation theologians,3,3,0,0
2737,christian scientists,3,3,0,0
2738,fraternity,3,3,0,0
2739,dion fortune,3,3,0,0
2740,good,3,3,0,0
2741,neo-pagan groups,3,3,0,0
2742,moses,3,3,0,0
2743,universal christian gnostic church,3,3,0,0
2744,goddess feminism,3,3,0,0
2745,national church,3,3,0,0
2746,gypsy evangelical movement,3,3,0,0
2747,catharsis,3,3,0,0
2748,rajneeshian psychotherapy,3,3,0,0
2749,jimmy swaggart,3,3,0,0
2750,mathers,3,3,0,0
2751,vietnamese government,3,3,0,0
2752,mind,3,3,0,0
2753,honmichi sect,3,3,0,0
2754,group leaders,3,3,0,0
2755,honohana sanp ō gy ō,3,3,0,0
2756,personal development,3,3,0,0
2757,iglesia ni cristo,3,3,0,0
2758,commitments,3,3,0,0
2759,truth,3,3,0,0
2760,consciousness,3,3,0,0
2761,liberal catholic church,3,3,0,0
2762,network,3,3,0,0
2763,isar,3,3,0,0
2764,latvia,3,3,0,0
2765,baptism,3,3,0,0
2766,festivals,3,3,0,0
2767,kabbalah centre,3,3,0,0
2768,kimbangu,3,3,0,0
2769,christmas,3,3,0,0
2770,kofuku-no-kagaku,3,3,0,0
2771,kawate bunjiro,3,3,0,0
2772,pope,3,2,0,1
2773,legião da boa vontade,3,3,0,0
2774,sekten,3,3,0,0
2775,mexico,3,3,0,0
2776,plagio,3,3,0,0
2777,japanese new religious movements,3,3,0,0
2778,osashizu,3,3,0,0
2779,mah ā y ā na buddhism,3,3,0,0
2780,compassion,3,3,0,0
2781,ngai,3,3,0,0
2782,moorish americans,3,3,0,0
2783,methodist church,3,3,0,0
2784,islamic state,3,3,0,0
2785,mitsu,3,3,0,0
2786,kohei,3,3,0,0
2787,gobind singh,3,3,0,0
2788,independence movement,3,3,0,0
2789,manipulation,3,2,0,1
2790,homosexuality,3,3,0,0
2791,population,3,3,0,0
2792,"association for research and enlightenment, inc. (are)",3,3,0,0
2793,communism,3,3,0,0
2794,abortion,3,3,0,0
2795,geshe kelsang,3,3,0,0
2796,chris brain,3,3,0,0
2797,abuses,3,3,0,0
2798,peace,3,3,0,0
2799,development,3,3,0,0
2800,makasol,3,3,0,0
2801,world peace,3,3,0,0
2802,the peace mission,3,3,0,0
2803,native american church (nac),3,3,0,0
2804,religious leaders,3,3,0,0
2805,amanazaretha,3,3,0,0
2806,raël,3,3,0,0
2807,ramakrishna,3,3,0,0
2808,lutherans,3,3,0,0
2809,encyclopedia of american religions,3,3,0,0
2810,asians,3,3,0,0
2811,william sims bainbridge,3,3,0,0
2812,karel dobbelaere,3,3,0,0
2813,jacob o.meyer,3,3,0,0
2814,guy ballard,3,3,0,0
2815,alexandrian wicca,3,3,0,0
2816,shankara,3,3,0,0
2817,art,3,3,0,0
2818,sof,3,3,0,0
2819,shamans,3,3,0,0
2820,michael harner,3,3,0,0
2821,core shamanism,3,3,0,0
2822,shambhala,3,3,0,0
2823,tibet,3,3,0,0
2824,shepherding,3,3,0,0
2825,juan carlos ortiz,3,3,0,0
2826,african,3,3,0,0
2827,kundalini yoga,3,3,0,0
2828,silva,3,3,0,0
2829,violet firth,3,3,0,0
2830,ikeda daisaku,3,3,0,0
2831,toda,3,3,0,0
2832,david spangler,3,3,0,0
2833,imperial rescript on education,3,3,0,0
2834,swadhyaya movement,3,3,0,0
2835,televangelists,3,3,0,0
2836,john wimber,3,3,0,0
2837,toronto fellowship,3,3,0,0
2838,politics,3,3,0,0
2839,unicorns,3,3,0,0
2840,the aetherius society,3,3,0,0
2841,cold war,3,3,0,0
2842,spiritual path,3,3,0,0
2843,vegetarians,3,3,0,0
2844,hindu nationalism,3,3,0,0
2845,modern gurus,3,3,0,0
2846,haiti,3,3,0,0
2847,ken wilber,3,3,0,0
2848,traditionalist movements,3,3,0,0
2849,patriarchal religions,3,3,0,0
2850,work,3,3,0,0
2851,lay members,3,3,0,0
2852,pagan priestesses,3,3,0,0
2853,women's spirituality movement,3,3,0,0
2854,world of yaad,3,3,0,0
2855,modern psychosomatic yoga,3,3,0,0
2856,heaven,3,3,0,0
2857,cult movements,3,3,0,0
2858,peace mission,3,3,0,0
2859,americans,3,3,0,0
2860,anne hutchinson,3,3,0,0
2861,george rapp,3,3,0,0
2862,rappites,3,3,0,0
2863,jason scott,3,3,0,0
2864,saint hill organizations,3,3,0,0
2865,advanced organizations,3,3,0,0
2866,cloistered nuns of perpetual adoration,3,3,0,0
2867,graduates,3,3,0,0
2868,staff,3,3,0,0
2869,satanic churches,3,3,0,0
2870,residence,3,3,0,0
2871,postmillennialist,3,3,0,0
2872,theonomy,3,3,0,0
2873,law of god,3,3,0,0
2874,financial resources,3,3,0,0
2875,satanic,3,3,0,0
2876,prosecutors,3,3,0,0
2877,"salem, massachusetts",3,3,0,0
2878,roman catholic,3,3,0,0
2879,american legion,3,3,0,0
2880,lemuel via,3,3,0,0
2881,civil rights,3,3,0,0
2882,glass workers,3,3,0,0
2883,committee on fair employment practice,3,3,0,0
2884,r. j. rushdoony,3,3,0,0
2885,catholic priests,3,3,0,0
2886,deviance amplification,3,3,0,0
2887,psychological theories,3,3,0,0
2888,pathological,3,3,0,0
2889,competitors,3,3,0,0
2890,religious collectivities,3,3,0,0
2891,movement of spiritual inner awareness,3,3,0,0
2892,counseling,3,3,0,0
2893,worldaffirming movements,3,3,0,0
2894,nichiren shoshu of the united kingdom,3,3,0,0
2895,social enterprises,3,3,0,0
2896,psychopathology model,3,3,0,0
2897,the people's temple,3,3,0,0
2898,utah,3,3,0,0
2899,masons,3,2,0,1
2900,fanatic,3,3,0,0
2901,priests,3,3,0,0
2902,documents,3,2,1,0
2903,freedom of choice,3,3,0,0
2904,college,3,3,0,0
2905,todd,3,3,0,0
2906,popular press,3,3,0,0
2907,iran,3,3,0,0
2908,cult converts,3,3,0,0
2909,radical departures,3,3,0,0
2910,anthony and maria vitelli,3,3,0,0
2911,radical departer,3,3,0,0
2912,radical departers,3,3,0,0
2913,young persons,3,3,0,0
2914,mystery,3,3,0,0
2915,love bombing,3,3,0,0
2916,manipulative,3,3,0,0
2917,church of bible understanding,3,3,0,0
2918,nuclear family,3,3,0,0
2919,subversive,3,3,0,0
2920,apocalyptic history,3,3,0,0
2921,adoption,3,3,0,0
2922,mills,3,3,0,0
2923,american scholars,3,3,0,0
2924,asian religions,3,3,0,0
2925,bhakti tradition,3,3,0,0
2926,mothers,3,3,0,0
2927,liminality,3,3,0,0
2928,durkheim,3,3,0,0
2929,expression,3,3,0,0
2930,christian web,3,3,0,0
2931,roman empire,3,3,0,0
2932,surveys,3,2,1,0
2933,religious terrorism,3,3,0,0
2934,terrorists,3,3,0,0
2935,relative deprivation,3,3,0,0
2936,terrorist,3,3,0,0
2937,moral deprivation,3,3,0,0
2938,public authorities,3,2,1,0
2939,violent nrms,3,3,0,0
2940,injustice,3,3,0,0
2941,belgian constitution,3,3,0,0
2942,sectarian organization,3,3,0,0
2943,human rights,3,3,0,0
2944,organisation,3,3,0,0
2945,religious organization,3,3,0,0
2946,insider,3,3,0,0
2947,outsider,3,3,0,0
2948,charles,3,3,0,0
2949,controversy,3,3,0,0
2950,eliade,3,3,0,0
2951,participatory approach,3,3,0,0
2952,olav hammer,3,3,0,0
2953,singapore,3,3,0,0
2954,hk,3,3,0,0
2955,macro-history,3,3,0,0
2956,seventh-day adventist church,3,3,0,0
2957,mu,3,3,0,0
2958,golden age,3,3,0,0
2959,creators,3,3,0,0
2960,perfect masters,3,3,0,0
2961,guru lineages,3,3,0,0
2962,arya samaj,3,3,0,0
2963,place,3,3,0,0
2964,canon,3,3,0,0
2965,scriptures,3,3,0,0
2966,canonical texts,3,3,0,0
2967,texts,3,3,0,0
2968,witness,3,3,0,0
2969,christian sects,3,3,0,0
2970,fda,3,3,0,0
2971,virgin mary,3,3,0,0
2972,moscow patriarchate,3,3,0,0
2973,african independent churches (aics),3,3,0,0
2974,william wade harris,3,3,0,0
2975,shembe,3,3,0,0
2976,kimbanguist church,3,3,0,0
2977,neo-traditional religions,3,3,0,0
2978,neo-shamanism,3,3,0,0
2979,ra ë lian church,3,3,0,0
2980,nopedo,3,3,0,0
2981,firephim,3,3,0,0
2982,sufi orders,3,3,0,0
2983,sebottendorf,3,3,0,0
2984,discourses,3,3,0,0
2985,theosophical society (adyar),3,3,0,0
2986,theurgy,3,3,0,0
2987,besant,3,3,0,0
2988,william s. bainbridge,3,3,0,0
2989,mayan calendar,3,3,0,0
2990,militant islamic movements,3,3,0,0
2991,material culture,3,3,0,0
2992,expectations,3,3,0,0
2993,ritual practice,3,3,0,0
2994,saudi arabia,3,3,0,0
2995,total jihad against non-jihadi monotheism,3,3,0,0
2996,jihadi movements,3,3,0,0
2997,john paul ii,3,3,0,0
2998,parishioners,3,3,0,0
2999,jesuits,3,3,0,0
3000,giussani,3,3,0,0
3001,sexualities,3,3,0,0
3002,rome,3,3,0,0
3003,vocation,3,3,0,0
3004,gaia theory,3,3,0,0
3005,earth mother,3,3,0,0
3006,mps,3,3,0,0
3007,social problems,3,3,0,0
3008,judiciary,3,3,0,0
3009,reporters,3,3,0,0
3010,empirical research,3,3,0,0
3011,disciple,3,3,0,0
3012,devotion,3,3,0,0
3013,christian union,3,3,0,0
3014,jewish faith,3,3,0,0
3015,turin,3,3,0,0
3016,horus,3,3,0,0
3017,shinran,3,3,0,0
3018,street people,3,3,0,0
3019,young adult offspring,3,3,0,0
3020,international foundation for individual freedom,3,3,0,0
3021,de-programmings,3,3,0,0
3022,civil libertarians,3,3,0,0
3023,anti-cult bills,3,3,0,0
3024,articles,3,3,0,0
3025,former soviet union,3,3,0,0
3026,brainwashing hypothesis,3,3,0,0
3027,gandow,3,3,0,0
3028,socialism,3,3,0,0
3029,secularisation,3,3,0,0
3030,emerge,3,3,0,0
3031,coma,3,3,0,0
3032,cultists anonymous,3,3,0,0
3033,methods of persuasion,3,3,0,0
3034,radical environmental subcultures,3,3,0,0
3035,george lincoln rockwell,3,3,0,0
3036,questions,3,3,0,0
3037,dave foreman,3,3,0,0
3038,radical environmentalists,3,3,0,0
3039,lou gold,3,3,0,0
3040,ancient forest,3,3,0,0
3041,racist right,3,3,0,0
3042,survivors,3,3,0,0
3043,krishna venta,3,3,0,0
3044,maharashi,3,3,0,0
3045,bio-shield positive thinkers,3,3,0,0
3046,new babylon,3,3,0,0
3047,steven anderson,3,3,0,0
3048,age,3,3,0,0
3049,complete evangelic christian community of the mahanaim association,3,3,0,0
3050,black man,3,3,0,0
3051,slaves,3,3,0,0
3052,new world order,3,3,0,0
3053,metzger,3,3,0,0
3054,black separatists,3,3,0,0
3055,pan-african internationalist movement (pain),3,3,0,0
3056,chief osiris,3,3,0,0
3057,the bruder schweigen,3,3,0,0
3058,nordic national party,3,3,0,0
3059,third reich,3,3,0,0
3060,radical right,3,3,0,0
3061,national socialist white people's party,3,3,0,0
3062,universal order,3,3,0,0
3063,national socialist,3,3,0,0
3064,american exceptionalism,3,3,0,0
3065,apa board,3,3,0,0
3066,watchdog groups,3,3,0,0
3067,leftist groups,3,3,0,0
3068,splc,3,3,0,0
3069,nakn,3,3,0,0
3070,posse comitatus,3,3,0,0
3071,national lawyers guild,3,3,0,0
3072,albania,3,3,0,0
3073,charismatic influence,3,3,0,0
3074,true believer,3,3,0,0
3075,branches,3,3,0,0
3076,worldview shift,3,3,0,0
3077,systems of control,3,3,0,0
3078,marilyn ferguson,3,3,0,0
3079,ncm,3,3,0,0
3080,class-standpoint struggle,3,3,0,0
3081,alcoholics anonymous,3,3,0,0
3082,alternative,3,3,0,0
3083,rhonda,3,3,0,0
3084,u.s. working class,3,3,0,0
3085,heaven's gate students,3,3,0,0
3086,leadership style,3,3,0,0
3087,extremists,3,3,0,0
3088,political cult,3,3,0,0
3089,middle level leadership,3,3,0,0
3090,leninism,3,3,0,0
3091,neo-primal,3,3,0,0
3092,james r. lewis,3,3,0,0
3093,"september 11, 2001",3,3,0,0
3094,invention,3,3,0,0
3095,ecclesia,3,3,0,0
3096,alignment,3,3,0,0
3097,concepts,3,3,0,0
3098,sedavacantist movements,3,3,0,0
3099,continuing anglican movement,3,3,0,0
3100,conventional religion,3,3,0,0
3101,lubavitcher hassidism,3,3,0,0
3102,order of christ sophia,3,3,0,0
3103,neo- paganism,3,3,0,0
3104,social movement,3,3,0,0
3105,cefm,3,3,0,0
3106,tier ii,3,3,0,0
3107,peter berger,3,3,0,0
3108,academic specialists,3,3,0,0
3109,conspiracy discourse,3,3,0,0
3110,american news media,3,3,0,0
3111,journalist,3,3,0,0
3112,chidester,3,3,0,0
3113,indigenous religions,3,3,0,0
3114,church of the subgenius,3,3,0,0
3115,digital technologies,3,3,0,0
3116,metaphysical religions,3,3,0,0
3117,spiritualists,3,3,0,0
3118,cultural assumptions,3,3,0,0
3119,feminist scholarship,3,3,0,0
3120,flds,3,3,0,0
3121,emergent religions,3,3,0,0
3122,the exorcist,3,3,0,0
3123,holy wine ceremony,3,3,0,0
3124,angel,3,3,0,0
3125,book of daniel,3,3,0,0
3126,ballards,3,3,0,0
3127,aquino,3,3,0,0
3128,satanic milieu,3,3,0,0
3129,religious satanism,3,3,0,0
3130,lucien greaves,3,3,0,0
3131,society for psychical research,3,3,0,0
3132,nuit,3,3,0,0
3133,hadit,3,3,0,0
3134,holistic milieu,3,3,0,0
3135,american pagans,3,3,0,0
3136,american indians,3,3,0,0
3137,louis 'david' riel,3,3,0,0
3138,riel's religion,3,3,0,0
3139,religious persecution,3,3,0,0
3140,dialogue center,3,3,0,0
3141,mils-interministerial mission on combating sects,3,3,0,0
3142,law of may 2001,3,3,0,0
3143,unadfi,3,2,1,0
3144,jean migueres,3,3,0,0
3145,anticult activity,3,3,0,0
3146,latin america,3,3,0,0
3147,enquete commission,3,3,0,0
3148,freedom of speech,3,3,0,0
3149,foreign missionaries,3,3,0,0
3150,silic,3,3,0,0
3151,soviet union,3,3,0,0
3152,evangelical christian,3,3,0,0
3153,church of god,3,3,0,0
3154,mungiki group,3,3,0,0
3155,countercult,3,3,0,0
3156,clay,3,3,0,0
3157,apocalyptic time,3,3,0,0
3158,madhhabs,3,3,0,0
3159,political establishment,3,3,0,0
3160,negative liberty,3,3,0,0
3161,cultic indoctrination,3,3,0,0
3162,asian religion,3,3,0,0
3163,christian foundation,3,3,0,0
3164,christian critics,3,3,0,0
3165,secular critics,3,3,0,0
3166,woolley,3,3,0,0
3167,ballard,3,3,0,0
3168,gayman,3,3,0,0
3169,"the covenant, the sword, the arm of the lord",3,3,0,0
3170,c.s.a.,3,3,0,0
3171,rosicrucian groups,3,3,0,0
3172,elizabeth clare wulf,3,3,0,0
3173,interfaith program,3,3,0,0
3174,local churches,3,3,0,0
3175,spiritual regeneration movement,3,3,0,0
3176,indemnity,3,3,0,0
3177,walter r. martin,3,3,0,0
3178,cattle mutilations,3,3,0,0
3179,pentecostal parish,3,3,0,0
3180,well-being,3,3,0,0
3181,fit,3,3,0,0
3182,fin de siecle,3,3,0,0
3183,foreign cult,3,3,0,0
3184,quirinus,3,3,0,0
3185,army,3,3,0,0
3186,plebeians,3,3,0,0
3187,russian new religious movements,3,3,0,0
3188,neo-pentecostalism,3,3,0,0
3189,apc,3,3,0,0
3190,african pentecostal evangelists,3,3,0,0
3191,evangelists,3,3,0,0
3192,dube,3,3,0,0
3193,african pentecostal christians,3,3,0,0
3194,pro-ana,3,3,0,0
3195,rastafari,3,3,0,0
3196,aristocracy,3,3,0,0
3197,huntingdon,3,3,0,0
3198,henry venn,3,3,0,0
3199,quakers of north america and britain,3,3,0,0
3200,wilberforce's circle,3,3,0,0
3201,patty,3,3,0,0
3202,thomas gisborne,3,3,0,0
3203,directors,3,3,0,0
3204,thousand settlers,3,3,0,0
3205,grant,3,3,0,0
3206,dundas,3,3,0,0
3207,baptist,3,3,0,0
3208,battersea rise,3,3,0,0
3209,clapham poor society,3,3,0,0
3210,abolition act,3,3,0,0
3211,anti-slavery movement,3,3,0,0
3212,sufi mysticism,3,3,0,0
3213,holy man,3,3,0,0
3214,pir of atroshi,3,3,0,0
3215,umma,3,3,0,0
3216,sufi saint,3,3,0,0
3217,jangal,3,3,0,0
3218,sacred exchange,3,3,0,0
3219,hajj,3,3,0,0
3220,ghamkol sharif,3,3,0,0
3221,hot,3,3,0,0
3222,ambivalence,3,3,0,0
3223,bava habash,3,3,0,0
3224,male virility,3,3,0,0
3225,sidi women,3,3,0,0
3226,cult followers,3,3,0,0
3227,maja,3,3,0,0
3228,murid,3,3,0,0
3229,pakistani muslims,3,3,0,0
3230,sainthood,3,3,0,0
3231,sa'in,3,3,0,0
3232,inconsistent,3,3,0,0
3233,sân'în daule shâh,3,3,0,0
3234,mystical leader,3,3,0,0
3235,south asian muslims,3,3,0,0
3236,contemporary pagan,3,3,0,0
3237,mental control,3,0,3,0
3238,adeptes,3,0,3,0
3239,sujétion psychologique,3,0,3,0
3240,famille,3,0,3,0
3241,communauté du temple noir de la cloche brisée,3,0,3,0
3242,théories complotistes,3,0,3,0
3243,sectarian phenomenon,3,0,3,0
3244,enquêteurs,3,0,3,0
3245,groupe,3,0,2,1
3246,santé,3,0,3,0
3247,cced,3,0,3,0
3248,religieux,3,0,3,0
3249,l'emprise,3,0,3,0
3250,ostracisme,3,0,3,0
3251,gomez,3,0,0,3
