cluster_id,rank,key,label,euclidean_distance,cosine_similarity
24,2,melton-2014-encyclopedic-handbook-of-cults-in-america:235,the Black Muslims,0.6330564298683035,0.7871342614673857
24,3,clarke-2004-encyclopedia-of-new-religious-movements:82,BLACK MUSLIMS,0.6377435449368821,0.7825136691998957
24,4,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:282,Muslim Brotherhood,0.64191048076004,0.7783767057688498
24,5,kaplan-and-l-w-2002-2-the-cult-the-cultic-milieu-and-secularization:171,The Nation of Islam,0.6482882847169079,0.7719933678248257
24,6,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:104,Wahhabis,0.6488935318543175,0.7713842031868106
24,7,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:22,the Nation of Islam,0.649464773892493,0.7708089613193064
24,8,hammer-and-rothstein-2012-the-cambridge-companion-to-new-religious-movements:174,the Nation of Islam,0.649464773892493,0.7708089613193064
25,1,2008-the-oxford-handbook-of-new-religious-movements-1:460,Rissho ¯ Ko ¯seikai,0.6570982244011598,0.7690063629386279
25,2,clarke-2004-encyclopedia-of-new-religious-movements:489,Soka Gakkai,0.6834037263097719,0.7404238645312285
25,3,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:51,Soka Gakkai,0.6834037263097719,0.7404238645312285
