concept_id,concept_en,gloss_en,combined_score,specificity,total_weight,total_degree,n_seed_connections,n_edges,seed_terms,relations,is_generic
cn_0177,crisscross,a marking that consists of lines that cross each other,1.6875,0.5625,9.0,16.0,3,5,cross;line;mark,IsA;MannerOf;Synonym,true
cn_0178,achiever,a person with a record of successes,1.6842,0.4211,8.0,19.0,4,4,great;natural;person;success,IsA;Synonym,true
cn_0179,pigeonhole,a specific (often simplistic) category,1.6842,0.4211,8.0,19.0,4,5,category;label;put;stereotype,IsA;MannerOf;SimilarTo;Synonym,true
cn_0180,wall,a difficult or awkward situation,1.6829,0.1402,30.292,216.003,12,15,boundary;building;connection;course;difficulty;house;object;picture;room;site,AtLocation;IsA;PartOf,true
cn_0181,levy,a charge imposed and collected,1.6774,0.4194,13.0,31.0,4,7,charge;lay;recruit;tax,IsA;MannerOf;Synonym,true
cn_0182,lithuanian,a native or inhabitant of Lithuania,1.6667,0.5556,5.0,9.0,3,4,european;human;person,IsA,true
cn_0183,robustness,the property of being strong and healthy in constitution,1.6667,0.5556,5.0,9.0,3,3,characteristic;health;strength,IsA;Synonym,true
cn_0184,swazi,a member of a southeast African people living in Swaziland and adjacent areas,1.6667,0.5556,5.0,9.0,3,4,african;human;person,IsA,true
cn_0185,wavelength,the distance (measured in the direction of propagation) between two points in the same phase in consecutive cycles of a wave,1.6667,0.5556,5.0,9.0,3,3,distance;orientation;spectrum,IsA;PartOf,true
cn_0186,purport,the intended meaning of a communication,1.6667,0.5556,5.0,9.0,3,3,aim;claim;purpose,MannerOf;Synonym,true
cn_0187,parentage,the state of being a parent,1.6667,0.5556,5.0,9.0,3,3,birth;lineage;parent,Synonym,true
cn_0188,concentrated,gathered together or made less diffuse,1.6667,0.3333,12.0,36.0,5,7,exclusive;focused;hard;intense;strong,SimilarTo;Synonym,true
cn_0189,brain,mental ability,1.6611,0.1846,38.064,206.239,9,14,body;head;illness;intelligence;kill;mind;person;think;thinking,AtLocation;HasA;HasPrerequisite;IsA;MannerOf;PartOf;Synonym;UsedFor,true
cn_0190,acculturation,the adoption of the behavior patterns of the surrounding culture,1.6471,0.4118,7.0,17.0,4,4,content;culture;education;reading,IsA;Synonym;UsedFor,true
cn_0191,buster,an informal form of address for a man,1.6364,0.5455,6.0,11.0,3,3,child;fellow;person,IsA;Synonym,true
cn_0192,consultation,a conference (usually with someone important),1.6364,0.5455,6.0,11.0,3,3,audience;conference;reference,IsA;Synonym,true
cn_0193,credence,the mental attitude that something is believable and should be accepted as true,1.6364,0.5455,6.0,11.0,3,3,acceptance;attitude;recognition,IsA;Synonym,true
cn_0194,pro,an athlete who plays for pay,1.6364,0.5455,6.0,11.0,3,4,advantage;argument;professional,IsA;Synonym,true
cn_0195,vestry,in the Protestant Episcopal Church: a committee elected by the congregation to work with the churchwardens in managing the temporal affairs of the church,1.6364,0.5455,6.0,11.0,3,3,church;committee;room,IsA;PartOf,true
cn_0196,arithmetic mean,the sum of the values of a random variable divided by the number of values,1.6154,0.5385,7.0,13.0,3,5,average;expectation;mean,IsA;SimilarTo;Synonym,true
cn_0197,criterion,a basis for comparison; a reference point against which other things can be evaluated,1.6154,0.5385,7.0,13.0,3,4,ideal;norm;standard,IsA;Synonym,true
cn_0198,swing,a state of steady vigorous action that is characteristic of an activity,1.6105,0.1789,17.0,95.0,9,9,action;aim;change;gate;influence;live;move;play;travel,CapableOf;IsA;MannerOf,true
cn_0199,predicament,a situation from which extrication is difficult especially an unpleasant or trying one,1.6,0.4,6.0,15.0,4,4,care;difficulty;human;situation,AtLocation;IsA,true
cn_0200,amplification,addition of extra material or illustration or clarifying detail,1.6,0.5333,8.0,15.0,3,4,expansion;gain;increase,IsA;Synonym,true
cn_0201,homework,"work, such as schoolwork or piecework, that is done at home",1.594,0.3188,9.828,30.828,5,6,class;education;school;student;work,AtLocation;CapableOf;IsA;PartOf;UsedFor,true
cn_0202,running away,the act of leaving (without permission) the place you are expected to be,1.5882,0.5294,4.5,8.5,3,3,act;escape;single,IsA,true
cn_0203,competent,properly or sufficiently qualified or capable or efficient,1.5882,0.5294,9.0,17.0,3,5,able;capable;effective,SimilarTo;Synonym,true
cn_0204,guide,someone employed to conduct others,1.5849,0.2264,12.0,53.0,7,7,direct;draw;lead;lord;rule;run;structure,CapableOf;IsA;MannerOf;Synonym;UsedFor,true
cn_0205,get,a return on a shot that seemed impossible to reach and would normally have resulted in a point for the opponent,1.5778,0.0928,25.0,269.363,17,17,assault;cause;draw;experience;find;gain;getting;give;goal;love,Causes;CausesDesire;Desires;HasPrerequisite;IsA;MannerOf;MotivatedByGoal;SimilarTo;Synonym,true
cn_0206,row,an arrangement of objects or people side by side in a line,1.5768,0.2253,14.828,65.828,7,10,argument;array;book;course;field;fight;line,AtLocation;IsA;Synonym,true
cn_0207,accretion,an increase by natural growth or addition,1.5714,0.5238,11.0,21.0,3,6,addition;growth;increase,IsA;Synonym,true
cn_0208,fabrication,a deliberately false or improbable account,1.5714,0.3143,11.0,35.0,5,6,assembly;construction;fiction;formation;writing,IsA;Synonym,true
cn_0209,assist,the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose,1.5686,0.3922,10.0,25.5,4,7,body;help;serve;work,HasPrerequisite;MannerOf;Synonym;UsedFor,true
cn_0210,off,not in operation or operational,1.5686,0.3137,8.0,25.5,5,5,away;bad;light;murder;turned,HasProperty;Synonym,true
cn_0211,technical,(basketball) a foul that can be assessed on a player or a coach or a team for unsportsmanlike conduct; does not usually involve physical contact during play,1.5652,0.3913,9.0,23.0,4,5,commercial;expert;fundamental;technological,SimilarTo;Synonym,true
cn_0212,oracle,an authoritative person who divines the future,1.5652,0.5217,6.0,11.5,3,4,expert;prophecy;prophet,IsA;Synonym,true
cn_0213,ascendance,the state that exists when one person or group has power over another,1.5625,0.3125,5.0,16.0,5,5,advantage;authority;control;regulation;rule,Synonym,true
cn_0214,coherent,"marked by an orderly, logical, and aesthetically consistent relation of parts",1.5556,0.3889,7.0,18.0,4,4,connected;consistent;logical;ordered,Synonym,true
cn_0215,theatre,the art of writing and producing plays,1.5544,0.1554,23.949,154.069,10,10,audience;author;field;human;music;performance;play;show;stage;war,AtLocation;IsA;Synonym;UsedFor,true
cn_0216,just,used especially of what is legally or ethically right or proper or fitting,1.5395,0.1711,13.0,76.0,9,12,accurate;correct;due;fair;good;legitimate;regular;right;true,Synonym,true
cn_0217,streak,an unbroken series of events,1.5385,0.3846,10.0,26.0,4,5,characteristic;move;run;succession,IsA;MannerOf;Synonym,true
cn_0218,unsafe,lacking in security or safety,1.5385,0.3846,10.0,26.0,4,7,dangerous;harmful;vulnerable;weak,SimilarTo;Synonym,true
cn_0219,performing,the performance of a part or role in a drama,1.5351,0.0808,25.464,315.168,19,22,act;acting;action;anxiety;attention;dance;fear;happiness;hypnosis;introduction,Causes;HasSubevent;IsA;Synonym;UsedFor,true
cn_0220,spare,a score in tenpins; knocking down all ten after rolling two balls,1.5319,0.2553,12.0,47.0,6,6,exempt;favor;free;give;save;use,MannerOf;Synonym,true
cn_0221,profit,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses),1.5306,0.3061,15.0,49.0,5,8,account;advantage;benefit;gain;net,IsA;MannerOf;Synonym,true
cn_0222,comprehension,an ability to understand the meaning or importance of something (or the knowledge acquired as a result),1.5263,0.5088,5.0,9.828,3,4,knowledge;light;understanding,IsA;Synonym,true
cn_0223,chair,the position of professor,1.525,0.1271,28.969,227.95,12,12,building;church;head;human;moderate;office;people;place;president;room,AtLocation;IsA;MannerOf;Synonym;UsedFor,true
cn_0224,occasion,a rational motive for a belief or action,1.5238,0.381,8.0,21.0,4,4,cause;opportunity;reason;time,IsA;MannerOf,true
cn_0225,sort,a category of things distinguished by some common characteristic or quality,1.5227,0.2538,9.0,35.464,6,7,character;operation;order;person;type;variety,IsA;Synonym,true
cn_0226,darkness,absence of light or illumination,1.5217,0.3043,14.0,46.0,5,9,dark;fear;moon;scene;value,AtLocation;Causes;IsA;SimilarTo;Synonym,true
cn_0227,cartoon,a humorous or satirical drawing published in a newspaper or magazine,1.5119,0.252,12.464,49.464,6,6,draw;drawing;picture;publication;show;television,AtLocation;IsA;MannerOf;PartOf,true
cn_0228,sister,(Roman Catholic Church) a title given to a nun (and used as a form of address),1.5059,0.251,11.0,43.828,6,7,brother;brotherhood;father;member;mother;person,IsA;SimilarTo,true
cn_0229,computer,an expert at calculation (or at operating calculating machines),1.5017,0.0939,52.12,555.311,16,17,building;communication;destructive;house;network;office;person;play;process;program,AtLocation;CapableOf;Desires;IsA;PartOf;UsedFor,true
cn_0230,avenue,a line of approach,1.5,0.375,12.0,32.0,4,6,approach;city;street;travel,AtLocation;IsA;UsedFor,true
cn_0231,colonization,the act of colonizing; the establishment of colonies,1.5,0.5,5.0,10.0,3,3,constitution;population;taking,IsA,true
cn_0232,containment,a policy of creating strategic alliances in order to check the expansion of a hostile power or ideology or to force it to negotiate peacefully,1.5,0.5,5.0,10.0,3,3,net;policy;system,IsA;UsedFor,true
cn_0233,contents,(usually plural) everything that is included in a collection and that is held or included in something,1.5,0.5,6.0,12.0,3,3,content;list;publication,IsA;PartOf;Synonym,true
cn_0234,doomed,people who are destined to die soon,1.5,0.5,8.0,16.0,3,4,dead;lost;people,IsA;SimilarTo;Synonym,true
cn_0235,drafting,writing a first version to be filled out and polished later,1.5,0.5,6.0,12.0,3,3,drawing;trade;writing,IsA;Synonym,true
cn_0236,headmaster,presiding officer of a school,1.5,0.5,6.0,12.0,3,4,head;master;principal,IsA;Synonym,true
cn_0237,incumbent,the official who holds an office,1.5,0.5,10.0,20.0,3,5,current;necessary;official,IsA;SimilarTo,true
cn_0238,social station,position in a social hierarchy,1.5,0.5,6.0,12.0,3,3,place;quality;status,IsA,true
cn_0239,prelude,music that precedes a fugue or introduces an act in an opera,1.5,0.5,6.0,12.0,3,3,music;play;serve,IsA;MannerOf,true
cn_0240,rationale,(law) an explanation of the fundamental reasons (especially an explanation of the working of some device in terms of laws of nature),1.5,0.5,5.0,10.0,3,3,explanation;principle;reason,IsA;Synonym,true
cn_0241,taxonomy,a classification of organisms into groups based on similarities of structure or origin etc,1.5,0.25,7.0,28.0,6,6,class;domain;hierarchy;kingdom;order;terminology,IsA;SimilarTo,true
cn_0242,tutelage,teaching pupils individually (usually by a tutor hired privately),1.5,0.5,5.0,10.0,3,3,care;protection;teaching,IsA;Synonym,true
cn_0243,kinetic,relating to the motion of material bodies and the forces associated therewith,1.5,0.5,6.0,12.0,3,4,active;dynamic;moving,SimilarTo;Synonym,true
cn_0244,split up,an increase in the number of outstanding shares of a corporation without changing the shareholders' equity,1.5,0.5,6.0,12.0,3,3,break;separate;split,Synonym,true
cn_0245,strain,(physics) deformation of a physical body under the action of applied forces,1.4962,0.2137,14.0,65.5,7,7,effort;form;stress;tax;tension;try;use,IsA;MannerOf;Synonym,true
cn_0246,chalk,a pure flat white with little reflectance,1.4865,0.2973,11.0,37.0,5,6,break;draw;mark;white;writing,CapableOf;IsA;MannerOf;UsedFor,true
cn_0247,nice,pleasant or pleasing or agreeable in nature or appearance,1.4704,0.2451,16.555,67.555,6,7,accurate;family;good;help;people;sex,HasProperty;MotivatedByGoal;SimilarTo;Synonym,true
cn_0248,worry,something or someone that causes anxiety; a source of unhappiness,1.4578,0.2083,16.0,76.828,7,10,anxiety;care;concern;fear;judge;mind;think,HasSubevent;IsA;MannerOf;MotivatedByGoal;Synonym,true
cn_0249,organism,a living thing that has (or can develop) the ability to act or function independently,1.4542,0.1454,19.0,130.656,10,11,animal;host;individual;live;native;need;parent;person;relative;system,CapableOf;Desires;IsA,true
cn_0250,aftermath,the consequences of an event (especially a catastrophic event),1.4516,0.4839,7.5,15.5,3,6,consequence;game;outcome,IsA;Synonym,true
cn_0251,cover,the act of concealing the existence of something by obstructing the view of it,1.4507,0.0907,34.0,375.0,16,18,address;book;cross;deal;discourse;embrace;face;hold;line;play,AtLocation;HasA;MannerOf;Synonym;UsedFor,true
cn_0252,shelter,the condition of being protected,1.4497,0.1812,23.12,127.584,8,12,building;home;house;person;protection;school;stable;structure,AtLocation;Desires;IsA;MannerOf;Synonym;UsedFor,true
cn_0253,concentrate,a concentrated example of something,1.4484,0.2069,19.0,91.828,7,11,center;centre;focus;study;think;thinking;work,HasFirstSubevent;HasPrerequisite;HasSubevent;MannerOf;MotivatedByGoal;Synonym,true
cn_0254,reflection,"a calm, lengthy, intent consideration",1.4286,0.1786,10.0,56.0,8,8,attention;expression;image;imagery;sea;studying;text;transformation,AtLocation;IsA;Synonym;UsedFor,true
cn_0255,left wing,those who support varying degrees of social or political or economic change designed to promote the public welfare,1.4286,0.3571,5.0,14.0,4,4,communist;left;liberal;wing,IsA;Synonym,true
cn_0256,eye,good discernment (either visually or as if visually),1.4286,0.1429,29.048,203.339,10,12,attention;center;face;focus;head;learning;look;looking;reading;vision,AtLocation;CapableOf;IsA;MannerOf;PartOf;Synonym;UsedFor,true
cn_0257,portuguese,the Romance language spoken in Portugal and Brazil,1.4118,0.3529,6.0,17.0,4,5,european;human;language;person,IsA,true
cn_0258,variant,(biology) a group of organisms within a species that differ in trivial ways from similar groups,1.4118,0.4706,8.0,17.0,3,4,different;form;version,SimilarTo;Synonym,true
cn_0259,finite,bounded or limited in magnitude or spatial or temporal extent,1.4058,0.3515,12.464,35.464,4,7,earth;life;limited;time,HasProperty;SimilarTo;Synonym,true
cn_0260,intersection,a point where lines intersect,1.4012,0.2002,15.0,74.936,7,8,city;joining;origin;point;product;set;street,AtLocation;IsA;Synonym,true
cn_0261,cross section,a sample meant to be representative of a whole population,1.4,0.4667,7.0,15.0,3,4,profile;sample;section,IsA,true
cn_0262,horizon,the range of interest or activity that can be anticipated,1.4,0.2333,10.5,45.0,6,6,line;perspective;profile;scope;single;view,IsA;PartOf;Synonym,true
cn_0263,requirement,required activity,1.4,0.35,7.0,20.0,4,4,condition;demand;duty;necessity,IsA;Synonym,true
cn_0264,tithe,a levy of one tenth of something,1.4,0.35,7.0,20.0,4,4,charge;offering;pay;successful,IsA;MannerOf;Synonym,true
cn_0265,heed,paying particular notice (as to children or helpless people),1.4,0.35,7.0,20.0,4,6,attention;care;look;mind,Synonym,true
cn_0266,album,one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc,1.398,0.0699,21.0,300.428,20,26,approach;attention;book;classical;contact;core;dance;dead;decline;devotional,InstanceOf;IsA;UsedFor,true
cn_0267,instrumentality,a subsidiary organ of government created for a special purpose,1.3953,0.2326,10.0,43.0,6,6,action;agency;connection;means;medium;system,IsA;Synonym,true
cn_0268,illustration,artwork that helps make something clear or attractive,1.3913,0.3478,8.0,23.0,4,5,example;figure;imagery;picture,IsA;Synonym,true
cn_0269,must,the quality of smelling or tasting old or stale or mouldy,1.3913,0.3478,8.0,23.0,4,5,commitment;essential;necessity;want,IsA;SimilarTo;Synonym,true
